ISO,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,Estimates Start After
FJI,Fiji,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,35.801,35.8,35.9,34.972,52.12,56.607,38.882,35.995,39.097,43.476,45.978,47.581,47.226,47.646,53.127,49.876,50.466,55.571,55.577,54.401,54.139,53.314,2011
FJI,Fiji,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-3.336,-14.29,-9.713,-9.211,-5.66,-5.736,-2.662,1.626,5.86,-1.349,-9.713,-5.217,5.47,-1.248,-0.267,2.946,6.841,4.162,4.543,-1.098,-3.935,-6.596,2.469,-6.439,-12.639,-8.62,-17.526,-12.757,-18.065,-7.611,-11.289,-10.069,-9.831,-16.378,2009
FIN,Finland,Gross national savings,Percent of GDP,,"Source: National Statistical Office. Downloaded through Haver Analytics and DataInsight Latest actual data: 2011 National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: Yes, from 1980 Primary domestic currency: Euros Data last updated: 09/2012",27.364,26.238,24.876,24.444,25.308,24.345,24.086,23.676,25.931,25.398,23.658,16.33,13.655,14.758,18.064,21.663,20.679,23.753,24.786,24.657,28.59,28.778,27.559,24.2,26.147,25.15,25.421,27.116,24.844,20.29,19.905,19.713,18.722,18.846,2011
FIN,Finland,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,10.823,11.477,13.76,15.308,15.124,15.803,16.416,17.622,16.514,14.275,13.839,21.9,39.361,54.226,56.532,55.518,55.723,52.854,47.619,45.664,43.793,42.46,41.468,44.511,44.387,41.703,39.632,35.158,33.943,43.522,48.644,49.127,52.579,53.884,2011
FIN,Finland,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-2.726,-0.803,-1.702,-2.087,0.074,-1.338,-0.934,-1.904,-2.521,-4.943,-5.02,-5.355,-4.618,-1.288,1.087,4.09,4.01,5.566,5.612,5.342,7.776,8.354,8.458,4.828,6.198,3.351,4.157,4.264,2.627,1.773,1.439,-1.186,-1.602,-1.681,2011
FRA,France,Gross national savings,Percent of GDP,,"Source: National Statistical Office Latest actual data: 2011 National accounts manual used: ESA 1995 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 1980 Primary domestic currency: Euros Data last updated: 09/2012",22.85,20.257,19.214,18.353,18.417,18.445,19.463,19.097,20.235,21.115,20.888,20.369,19.521,17.523,18.249,18.373,18.262,19.49,20.78,21.954,21.347,21.307,19.841,19.188,19.755,19.486,20.285,20.96,20.204,17.614,17.706,18.69,18.502,18.394,2011
FRA,France,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,20.733,21.959,25.274,26.587,28.978,30.584,31.127,33.432,33.304,34.031,35.205,35.95,39.72,46.026,49.227,55.409,58.03,59.401,59.541,58.851,57.405,56.94,59.038,63.19,65.046,66.671,64.079,64.215,68.208,79.192,82.3,86.011,89.968,92.079,2011
FRA,France,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-0.604,-0.784,-2.099,-0.853,-0.145,-0.064,0.31,-0.484,-0.465,-0.46,-0.791,-0.495,0.279,0.708,0.596,0.466,1.231,2.657,2.621,3.147,1.452,1.756,1.247,0.723,0.541,-0.485,-0.576,-1.003,-1.744,-1.333,-1.558,-1.95,-1.734,-1.689,2011
GAB,Gabon,Gross national savings,Percent of GDP,,Source: Ministry of Finance Latest actual data: 2008 National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1991 Chain-weighted: No Primary domestic currency: CFA francs Data last updated: 08/2012,54.535,52.079,48.422,47.417,53.925,49.395,17.493,22.173,20.157,22.069,24.198,28.937,18.565,21.002,29.572,32.681,35.56,41.447,25.246,32.311,40.062,38.478,37.407,36.587,35.545,44.194,40.649,41.81,45.687,33.167,36.37,39.819,37.346,33.283,2008
GAB,Gabon,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,95.835,95.147,93.573,95.985,75.891,78.121,68.739,60.742,93.27,77.83,77.202,86.235,87.299,75.376,65.158,53.841,42.12,43.219,20.851,26.406,25.017,20.735,18.563,18.738,
GAB,Gabon,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",29.099,16.592,14.189,13.015,19.067,10.65,-20.643,-7.664,-15.714,-4.235,2.521,1.683,-4.037,-1.071,8.01,9.368,15.606,9.975,-13.843,8.372,19.753,10.978,6.854,9.486,11.152,22.883,15.557,17.043,24.226,6.261,9.062,10.591,9.088,4.076,2006
GMB,The Gambia,Gross national savings,Percent of GDP,,Source: National Statistical Office Latest actual data: 2010 National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2004 Chain-weighted: No Primary domestic currency: Gambian dalasis Data last updated: 08/2012,0,10.109,15.414,14.428,11.295,12.398,10.178,12.116,13.488,13.474,12.299,12.892,13.42,11.026,10.641,15.536,8.972,12.983,11.367,10.721,-1.117,5.7,1.215,2.722,19.696,11.543,17.357,10.753,2.719,7.246,5.689,3.576,5.504,6.226,2010
GMB,The Gambia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,121.737,127.145,157.943,156.144,132.944,130.833,142.322,62.507,70.699,65.857,67.377,68.768,73.448,67.554,2011
GMB,The Gambia,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-32.222,-8.803,-1.841,-1.012,-4.405,-2.267,-0.465,-1.438,2.732,1.3,-1.845,-0.097,-0.079,-3.05,-1.855,-2.876,-9.108,-0.82,-1.66,-1.961,-5.681,-5.47,-6.06,-7.317,-4.521,-10.256,-6.91,-8.267,-12.075,-12.254,-15.735,-14.175,-15.92,-14.211,2010
GEO,Georgia,Gross national savings,Percent of GDP,,"Source: National Statistical Office Latest actual data: 2010 National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: Yes, from 1996 Primary domestic currency: Georgian lari Data last updated: 08/2012",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-1.721,12.582,-61.015,-58.093,-62.056,-67.253,-78.993,-71.783,0,22.894,22.451,22.477,14.949,14.516,5.113,2.512,11.629,14.464,13.648,13.635,2010
GEO,Georgia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,43.616,34.125,27.335,21.548,27.625,37.295,39.163,33.879,33.781,32.149,2010
GEO,Georgia,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-18.3,-12.578,-12.839,-12.755,-10.015,-7.872,-6.401,-6.36,-9.617,-6.904,-11.062,-15.134,-19.654,-21.94,-10.626,-10.259,-11.768,-12.584,-11.162,2010
DEU,Germany,Gross national savings,Percent of GDP,,"Source: National Statistical Office Latest actual data: 2011 Notes: Data until 1990 refers to German federation only (West Germany). National accounts data until 1990 do not include FISIM. Data from 1991 refer to United Germany and include FISIM. National accounts manual used: ESA 1995 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005. The GDP deflator in the base year is not exactly equal to 100 since it is computed based on the quarterly real GDP data, which have been adjusted for seasonal and calendar effects. Chain-weighted: Yes, from 1991. From 1991. Primary domestic currency: Euros Data last updated: 09/2012",22.259,20.827,20.812,21.792,22.492,22.871,24.47,23.648,24.84,26.194,25.153,22.703,22.389,21.215,21.041,21.166,20.703,20.868,21.099,20.505,20.568,20.345,20.074,19.74,22.293,22.331,24.39,26.71,25.469,22.374,23.524,23.917,23.415,22.534,2011
DEU,Germany,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,39.537,42.019,45.767,47.968,55.597,58.467,59.754,60.491,61.257,60.182,59.142,60.748,64.426,66.204,68.514,67.923,65.355,66.911,74.719,82.394,80.555,83.038,81.542,2011
DEU,Germany,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-1.725,-0.667,0.678,0.609,1.472,2.651,4.214,3.854,4.148,4.556,2.929,-1.336,-1.099,-0.948,-1.418,-1.172,-0.575,-0.463,-0.749,-1.292,-1.732,-0.001,2.001,1.887,4.662,5.062,6.255,7.45,6.21,5.919,6.036,5.653,5.431,4.679,2011
GHA,Ghana,Gross national savings,Percent of GDP,,Source: National Statistical Office Latest actual data: 2010 National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2011 Chain-weighted: No Primary domestic currency: Ghanaian cedis Data last updated: 09/2012,0.61,1.584,1.192,4.671,3.434,4.64,6.046,7.169,8.277,8.647,17.076,12.48,10.036,6.965,11.378,11.601,12.049,6.102,9.023,-2.804,14.449,17.918,16.78,20.225,18.096,16.833,13.434,14.211,11.039,18.406,14.629,9.314,10.757,13.682,2010
GHA,Ghana,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,31.979,27.7,33.468,55.813,86.467,95.147,78.419,75.338,66.443,86.689,123.346,101.504,86.66,82.813,57.426,48.16,26.217,31.044,33.593,36.22,46.258,43.378,44.912,41.111,2009
GHA,Ghana,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-0.207,-2.345,-0.517,-1.307,-2.52,-3.187,-2.745,-3.062,-2.476,-2.726,-3.304,-3.39,-4.657,-7.964,-5.222,-3.803,-3.337,-9.439,-5.022,-7.478,-6.56,-5.033,-0.801,0.129,-4.704,-7.001,-8.223,-8.716,-11.92,-5.409,-8.387,-9.245,-9.099,-7.023,2010
GRC,Greece,Gross national savings,Percent of GDP,,"Source: Haver Analytics. Formally, the National Statistical Office (ELSTAT) Latest actual data: 2011. For quarterly data, latest actual is 2012Q2. Notes: The National Statistical Office has significantly and repeatedly revised national accounts data over the course of the past five years. Official data are only available from 2005. Staff has estimated data prior to 2005 using growth rates from previous releases of the World Economic Outlook. Therefore, these estimates should be treated as provisional. National accounts manual used: ESA 1995 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 2000 Primary domestic currency: Euros Data last updated: 09/2012",21.016,15.555,20.678,19.289,19.61,18.35,21.691,16.55,20.151,18.316,18.483,21.421,18.488,18.597,17.96,15.348,14.915,13.775,16.052,16.708,15.526,15.975,15.792,17.944,16.722,13.768,12.846,11.056,8.737,7.167,6.085,4.725,7.093,9.752,2011
GRC,Greece,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,22.577,26.739,29.374,33.665,40.149,46.724,47.245,52.528,57.194,59.951,73.315,74.847,80.143,100.509,98.512,99.208,101.602,98.736,96.58,102.509,103.441,103.716,101.66,97.444,98.862,101.185,107.33,107.448,112.622,128.952,144.55,165.412,170.731,181.837,2011
GRC,Greece,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-4.118,-4.865,-3.663,-4.021,-4.687,-7.259,-3.156,-1.979,-1.331,-3.435,-3.836,-1.583,-1.953,-0.728,-0.133,-2.494,-3.738,-5.319,-4.443,-5.6,-7.791,-7.229,-6.516,-6.532,-5.785,-7.637,-11.373,-14.635,-14.94,-11.146,-10.107,-9.808,-5.813,-2.909,2011
GRD,Grenada,Gross national savings,Percent of GDP,,"Source: National Statistical Office Latest actual data: 2011. Preliminary. National accounts manual used: SNA 1993 GDP valuation: Factor costs Start/end months of reporting year: January/December Base year: 2006. Nominal and real GDP are not measured in the same way and as a result, the GDP deflator is not equal to 100. In addition, note that real GDP is measured at factor cost and Nominal GDP is measured at market prices. Chain-weighted: No Primary domestic currency: Eastern Caribbean dollars Data last updated: 08/2012",18.182,19.654,19.005,19.273,24.825,24.503,18.699,14.504,16.214,15.946,18.109,16.747,14.746,10.8,18.926,12.562,33.791,31.327,24.314,29.961,27.369,16.609,10.963,16.372,28.669,17.742,5.945,3.749,1.171,-5.185,-4.843,-4.131,-2.067,-1.387,2011
GRD,Grenada,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,44.316,41.547,40.128,37.616,41.371,44.366,78.499,78.844,94.199,88.048,92.581,88.92,83.748,97.138,102.441,103.713,105.376,108.887,2011
GRD,Grenada,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-0.982,-11.863,-15.223,-12.813,2.732,1.475,-6.025,-11.242,-10.232,-9.941,-10.844,-11.725,-7.964,-13.229,-8.775,-12.38,5.198,1.853,-4.149,-1.297,-6.92,-10.714,-13.635,-14.713,-2.858,-22.097,-26.273,-27.789,-25.656,-23.9,-25.163,-24.559,-22.29,-23.169,2010
GTM,Guatemala,Gross national savings,Percent of GDP,,"Source: Central Bank Latest actual data: 2011 National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2001 Chain-weighted: Yes, from 2001 Primary domestic currency: Guatemalan quetzales Data last updated: 08/2012",14.497,10.956,9.999,9.441,8.273,8.231,9.863,5.99,7.525,9.017,12.8,12.825,12.016,12.333,11.583,12.712,11.961,12.816,14.013,14.292,13.807,13.183,14.482,15.648,15.987,15.176,15.783,15.596,12.109,13.073,12.38,10.486,10.92,11.278,2011
GTM,Guatemala,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19.015,20.187,18.35,20.892,21.425,20.757,21.651,21.339,20.126,22.918,24.097,24.06,24.912,25.403,2011
GTM,Guatemala,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-2.405,-7.167,-4.996,-3.29,-4.385,-2.291,-0.928,-7.284,-5.746,-5.261,-3.774,-2.598,-8.164,-7.167,-5.972,-4.51,-3.111,-3.829,-5.915,-6.162,-6.103,-6.477,-6.072,-4.652,-4.859,-4.559,-5.041,-5.235,-4.293,0.02,-1.515,-3.104,-3.504,-3.64,2011
GIN,Guinea,Gross national savings,Percent of GDP,,Source: National Statistical Office Latest actual data: 2009 Notes: Data prior to 1995 cannot be confirmed by national sources at this time. National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2003 Chain-weighted: No Primary domestic currency: Guinean francs Data last updated: 09/2012,9.048,6.432,4.713,8.275,9.163,5.554,8.806,9.517,5.225,9.162,16.307,15.091,13.991,15.645,13.891,14.023,12.242,13.896,10.743,12.953,13.272,12.679,10.904,21.658,18.267,18.534,12.586,2.586,7.183,1.574,-1.785,1.278,-1.691,4.432,2009
GIN,Guinea,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,99.627,98.586,86.265,95.88,99.175,92.571,92.986,93.483,105.865,127.874,118.726,113.42,103.55,112.64,119.755,150.231,137.071,92.383,88.939,80.422,79.146,71.595,66.532,78.946,2011
GIN,Guinea,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",3.128,-4.293,-5.08,-0.167,-0.368,-2.285,-6.845,-7.468,-12.537,-8.683,-9.962,-7.293,-7.229,-6.052,-7.102,-7.371,-8.54,-7.113,-8.465,-6.895,-6.431,-2.683,-2.462,0.041,-2.46,-1.001,-4.643,-11.657,-10.331,-9.857,-12.352,-16.344,-38.823,-39.221,0
GNB,Guinea-Bissau,Gross national savings,Percent of GDP,,Source: National Statistical Office Latest actual data: 2011 Notes: Data prior to 1997 cannot be confirmed by national sources at this time. National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: No Primary domestic currency: CFA francs Data last updated: 08/2012,5.629,7.138,2.581,3.467,4.618,3.255,3.656,9.078,8.387,4.533,8.485,4.014,6.261,5.88,5.585,2.818,3.842,7.722,-1.065,2.858,14.962,6.02,7.687,9.326,9.06,4.499,0.751,8.187,3.867,3.698,1.564,3.709,2.884,5.885,2011
GNB,Guinea-Bissau,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,217.102,240.585,263.473,252.538,235.428,216.208,213.789,186.91,157.659,164.323,46.743,41.555,43.522,40.69,2011
GNB,Guinea-Bissau,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-26.159,-12.896,-19.319,-15.107,-20.923,-16.31,-13.608,-9.855,-16.066,-18.416,-8.101,-6.825,-13.909,-6.241,-3.363,-2.219,-1.586,-3.732,-6.217,4.101,8.828,-0.129,-0.774,-0.502,1.439,-2.091,-5.638,-3.517,-4.851,-6.361,-8.253,-6.435,-3.543,-2.917,2011
GUY,Guyana,Gross national savings,Percent of GDP,,Source: National Statistical Office Latest actual data: 2011 National accounts manual used: SNA 1993 GDP valuation: Factor costs Start/end months of reporting year: January/December Base year: 2006. Previous base year 1988. Rebased to 2006 in 2009. GDP deflator not equal to 100 in base year (2006) because the nominal GDP at market prices includes indirect taxes. Chain-weighted: No Primary domestic currency: Guyana dollars Data last updated: 09/2012,4.072,-9.337,-12.996,-16.316,0.666,-4.354,-4.148,-3.347,-2.021,-0.884,-0.959,0.865,6.868,8.342,6.316,10.372,15.64,12.225,10.78,12.002,7.689,5.128,5.157,6.673,6.983,10.195,7.954,9.594,5.834,7.405,6.819,9.09,6.34,7.815,2011
GUY,Guyana,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,130.208,135.74,121.065,120.19,129.66,131.319,119.458,118.167,115.681,93.102,59.885,61.648,64.886,65.33,65.223,60.389,59.998,2011
GUY,Guyana,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-27.449,-44.405,-39.336,-38.754,-26.771,-32.409,-30.754,-26.264,-16.26,-19.408,-24.995,-25.126,-26.293,-18.192,-11.486,-11.381,-5.385,-8.903,-8.688,-4.698,-8.421,-9.56,-7.528,-5.787,-6.668,-10.115,-13.085,-11.096,-13.208,-9.06,-9.933,-13.58,-14.027,-17.609,2011
